latitude,longitude
32.737651457045,-117.0884107741496
32.793745493414015,-117.07624692996808
32.716430999376506,-117.07230664140981
32.782791392470024,-117.11856544521162
32.76291219223106,-117.15633260051138
32.72771438942806,-117.16114401050973
32.72947370949648,-117.13278709495545
32.74673491199834,-117.02009661638934
32.76660303233165,-117.163999781727
32.710499051253876,-117.12274288824469
32.71076037357208,-117.1005208128164
32.77186093523948,-117.15441154936268
32.714924518912696,-117.08637027002415
32.71233830121988,-117.1356323324695
32.74696534917124,-117.07606898391288
32.7635710506054,-117.11978020129835
32.71837951355604,-117.11899669730903
32.81456993857009,-117.09302708173414
32.807285495186896,-117.08649920492186
32.7768425752731,-117.02114298525106
32.774974399514335,-117.0426951344626
32.77049181573222,-117.1452440710785
32.737953600876814,-117.0182816647949
32.82241366682663,-117.12476515712456
32.78252921798594,-117.02162007214659
32.768123980383315,-117.07501974712191
32.76325203324769,-117.093725048736
32.78116916106056,-117.11396195240995
32.79756212817632,-117.09309968190962
32.816312540938426,-117.10462720184633
32.812497284085126,-117.07891766945276
32.78629421854413,-117.15811185543359
32.78200994846469,-117.15706065859943
32.804507154445666,-117.08262771683471
32.73490555308478,-117.04015306202821
32.795184182362675,-117.11972049202392
32.814282482264204,-117.05470846886304
32.75775925341663,-117.09397508712165
32.719841010972985,-117.07695967952057
32.765077980497246,-117.11400268981637
32.81161611916044,-117.03871669536152
32.72036202253501,-117.0573702782341
32.712588685384674,-117.04490738192504
32.76320306145287,-117.06987531093127
32.71712534339007,-117.04142553433523
32.77890441791952,-117.07754125690114
32.792516367362175,-117.02808243281501
32.807272191581745,-117.04421501883334
32.81798965447578,-117.0657217835928
32.76887021529951,-117.12159746383453
32.714335419333906,-117.07461027193956
32.80075118024937,-117.15956188623831
32.8010950140024,-117.06272824833663
32.7109012027584,-117.09804523636794
32.8220762986764,-117.12379538302302
32.72463830324033,-117.07978121839058
32.75820479859975,-117.08015440023867
32.762803228279125,-117.10101124538407
32.80551914318833,-117.07554291198517
32.81690052467782,-117.04278247161946
32.7509225898776,-117.01975786788375
32.74418990655468,-117.15836426228518
32.78347664765778,-117.04275829531893
32.72623800512814,-117.16488968849953
32.76791806792793,-117.03726433099665
32.736581166012584,-117.15306952560368
32.79542475688452,-117.14354085316553
32.76480599057614,-117.1296964486113
32.726194078046696,-117.15383354881047
32.79790487996807,-117.15105904431803
32.74726041337687,-117.1603485516101
32.77389991211778,-117.03955708710099
32.73152755301159,-117.04598226260038
32.77187033752739,-117.0577718144172
32.757020265220106,-117.07633568168043
32.78063946010376,-117.15870409108304
32.810638236799086,-117.14288987081727
32.72687511798241,-117.14158762712363
32.73235035712595,-117.09415359610354
32.764343231080574,-117.06130513258069
32.7908909776992,-117.13555536144905
32.73072825111651,-117.09074777660777
32.74616789183333,-117.06665830627703
32.754521691264166,-117.15377234001645
32.81195869551122,-117.01960821866575
32.76062777367117,-117.09270287868867
32.81309221810403,-117.16014616334448
32.74131468471579,-117.08743238469175
32.74905563120583,-117.16601995492988
32.81938562813812,-117.02695600563551
32.78335050719731,-117.14619342368785
32.80027173206702,-117.03336240927645
32.72428640072202,-117.04888117195948
32.78509621284474,-117.01905102939298
32.8044247745196,-117.01974401977132
32.74993463336959,-117.14961436486904
32.81449554374792,-117.0705027534804
32.76123794406849,-117.10006465849452
32.76396555080698,-117.1669097636468
32.80282129070071,-117.0681750944069
32.79543404047573,-117.07739561061636
32.77516211249801,-117.0248355886538
32.81512048021674,-117.11156147579703
32.81281042467979,-117.06572598382897
32.77976855952117,-117.06045430463342
32.76675063781121,-117.0385870434037
32.81089626361852,-117.06950579382494
32.724250684073624,-117.13597830869693
32.77519010666088,-117.14217925264741
32.794334316592796,-117.09178462571033
32.728271309403794,-117.02183593047768
32.741735304895904,-117.07809085163733
32.81702834396387,-117.03765761153517
32.78419389079053,-117.03045821624976
32.72424988759016,-117.04520891127403
32.74943711774935,-117.0366348195777
32.733999446863834,-117.12092169948285
