latitude,longitude
32.71119494303776,-117.06784704959566
32.74490813344893,-117.09754569497048
32.740750132469515,-117.06046897727457
32.811979503383085,-117.15579103400056
32.77555639815569,-117.02899069872983
32.73263884112418,-117.10175074579668
32.76692341066574,-117.068682590872
32.741488927313924,-117.15192303384536
32.75083646299446,-117.08949306279925
32.71683895727465,-117.16429205892358
32.73319718237937,-117.08208840028375
32.804226703270764,-117.05576597698509
32.748030428023476,-117.08799370839705
32.76482879323993,-117.05250027192007
32.80871220825618,-117.15896970123671
32.73644101605765,-117.09049153919277
32.77387903691208,-117.0767366896358
32.776698015750554,-117.04342541380994
32.748950398146526,-117.06866328532524
32.78499134103815,-117.14526030927199
32.714392180444214,-117.02951318766053
32.806915242058324,-117.12994208787416
32.817812541898675,-117.1646668343312
32.79015805904912,-117.09642957655682
32.723873738545755,-117.06547715436479
32.7115457080366,-117.07652389948132
32.747492091098636,-117.08239970469405
32.76187891984134,-117.12469217409826
32.81316007181256,-117.08912722195524
32.7216280791638,-117.06498536711058
32.74911139388298,-117.02484232942241
32.776078122079625,-117.0843072567326
32.74089154706048,-117.09731209316124
32.79438564616611,-117.07120736647079
32.717005267446964,-117.053164831821
32.819477993783245,-117.1579475475421
32.80517832714952,-117.16585613477389
32.81905337404987,-117.02868735122674
32.79898193524291,-117.05412117579566
32.71790283086076,-117.09084801622612
32.73510260668943,-117.10863888494438
32.76440692161596,-117.16440468904571
32.71913029979371,-117.10149356872836
32.77015266146176,-117.09486503226077
32.754005634691715,-117.15135589209895
32.73301260592676,-117.06573197135947
32.76614548690476,-117.07577886061746
32.8113689540216,-117.167464525047
32.76846620346035,-117.08000444591394
32.73178926078036,-117.04995439018279
32.738792199562255,-117.04666103358302
32.718713201080206,-117.1254900365137
32.75917415684864,-117.14655238334369
32.736047665166105,-117.06796522255976
32.76754957077509,-117.06250465615247
32.817238851644326,-117.09009840647366
32.71841396908471,-117.16763146148503
32.766813881558576,-117.07467359201391
32.82163082453098,-117.06641792335363
32.76699562677892,-117.1616429351235
32.73145953435685,-117.16303266501077
32.76289498883816,-117.04687306954777
32.81329782222149,-117.0657973792983
32.803677447036186,-117.07611982563127
32.78694848030729,-117.09126508259804
32.81157852955742,-117.15318279477397
32.72177320922836,-117.13814357978691
32.73266767094055,-117.04141225491855
32.8059399124522,-117.13699651798437
32.769463783790535,-117.14650951176195
32.7412047984403,-117.08232120884328
32.75476270184705,-117.15160487051496
32.732059224559066,-117.12935079782967
32.72648777328499,-117.04704305693369
32.80354599005025,-117.14190908985388
32.73685728939457,-117.12433407736302
32.747607641449164,-117.03602809930797
32.74154935463939,-117.05804941701548
32.77778288956922,-117.02601661164796
32.71838454091186,-117.05617349448336
32.7818382221422,-117.02277389687389
32.76504415228104,-117.12812171173216
32.78586879678151,-117.10142277056839
32.76574712845691,-117.03660545795444
32.72982819524298,-117.03395907597543
32.72267605621803,-117.14924945086443
32.769124547982216,-117.09335444740478
32.806333627405685,-117.13782283714073
32.77109185021874,-117.12443024816771
32.72420003968351,-117.08973398996694
32.81403781250365,-117.10951962718755
32.80404464427858,-117.06706046649663
32.71652005655082,-117.02268104039847
32.72892972158039,-117.16659179493557
32.720981187452296,-117.07320279876882
32.73039003770334,-117.117230456875
32.80309862194084,-117.0610020608076
32.74448710969567,-117.08779786142816
32.80290099554666,-117.07704288583037
32.73123817591458,-117.04911836524707
32.714150587272805,-117.12367468619632
32.771825533162605,-117.07162705287529
32.77026383119223,-117.0283203126112
32.78096826996519,-117.0673879425215
32.753497038459145,-117.11911579687128
32.73534232403261,-117.14956743884956
32.74720442971365,-117.15423378911967
32.75457682431952,-117.15724395162584
32.78444209732566,-117.0261806450145
32.76856133736286,-117.14389282519303
32.774833840740925,-117.0593677869758
32.82166308293961,-117.15296386109925
32.75916909948032,-117.04961908547651
32.816738090013715,-117.11453549043499
32.773947340164284,-117.11345715486756
32.73333144182585,-117.02032196278533
32.81250586467211,-117.09563452328388
32.723547325352214,-117.14907449739205
32.81369901422133,-117.07386493831056
32.751812629628326,-117.0569034646312
32.805282470342185,-117.07736607438125
32.71440161104347,-117.06998121453714
32.786441407652426,-117.1004775488209
32.76126320081918,-117.04495537023394
32.76324598116255,-117.04153277361688
32.72926449340669,-117.08900716682679
32.749925884964256,-117.12465374314446
32.73766005293489,-117.03516742402174
32.820958919136935,-117.14885746184007
32.799577390359254,-117.09700330590329
32.78195054959888,-117.12048864944072
32.77142948451612,-117.13370595913474
32.735787540034394,-117.11252248386329
32.71671484105302,-117.06259626868813
32.76205946009229,-117.02679313985105
32.77015735756717,-117.16017661386817
32.765250464291796,-117.13719919770402
32.771330180869654,-117.01960899221261
32.77897889479029,-117.03347163285518
32.719634484051625,-117.12921253321171
32.766961519059564,-117.08943103304044
32.79245705353823,-117.05678450536122
32.73610144922765,-117.06673260388462
32.79791537461236,-117.0392903513895
32.7734890255146,-117.0339410253578
32.718671902308465,-117.08375559838798
32.816899847882055,-117.10241780513789
32.71540959630623,-117.07691817592159
32.81037362072275,-117.05336914869616
32.722741399126456,-117.04925919515549
32.77930697920913,-117.11145811071931
32.822559904747784,-117.11367419642825
32.72191628163473,-117.14476529225321
32.816777362946766,-117.13766728757028
32.791190529180525,-117.14176158972383
32.77692046269869,-117.0413394722773
32.71575930667313,-117.02802887910943
32.811938033842424,-117.13459523582527
32.77328476449415,-117.12057350740062
32.725500686146134,-117.03060062284307
32.799442976106185,-117.0950560654875
32.8029877612278,-117.15356903162326
32.817046709260715,-117.06353810493837
32.724065227842,-117.04049114701878
32.77593870548837,-117.1075915019375
32.753643628716134,-117.06379065593327
32.763185081060655,-117.02711959755852
32.72528529607297,-117.06250093536177
32.81040772732714,-117.12519909226732
32.743125549949745,-117.13614443260177
32.790653636908154,-117.14140817348574
32.80107451877709,-117.06892895314436
32.764036432871116,-117.06003448885228
32.791286263144706,-117.04358453045076
32.78751573879319,-117.08867401993005
32.72599080541018,-117.12983644459565
32.76210940119281,-117.02461392800133
32.79658947987846,-117.10882884181417
32.78882289634727,-117.09930935932901
32.73940967725931,-117.1638597712594
32.791575283691174,-117.06686064128337
32.725595985914474,-117.08223652626182
32.74536263249397,-117.03767361915483
32.80296075130498,-117.11687404473989
32.75279765704292,-117.04353395452507
32.817765748865824,-117.0551803236842
32.7863925311378,-117.05187169624126
32.73702872564843,-117.05472876745281
32.80537280485303,-117.0831797984003
32.78007556500688,-117.12423608970177
32.79825832887648,-117.0808169013602
32.77012734665264,-117.09221276564352
32.76803126593372,-117.01923870987956
32.78850867629306,-117.05170767639713
32.72674216052481,-117.06692861516075
32.7719814450979,-117.06943048957764
32.78886388787527,-117.0493575805829
32.746884558893214,-117.12935505921584
32.79368115966065,-117.02576062883534
32.79164192900372,-117.03033703593454
32.772738689686406,-117.12069748125685
32.715901073560275,-117.10455936754794
32.772571036527104,-117.1068452866418
32.75280936850092,-117.09858112910962
32.789270945645924,-117.07012906936352
32.781160096650325,-117.03746195071902
32.747042835684475,-117.09761264102502
32.76817969731042,-117.12870320618704
32.72439081221075,-117.15635361462085
32.71629941865576,-117.12920561755537
32.78757198420304,-117.01789451697313
32.77542894340007,-117.16596217257077
32.78240592692841,-117.03280070069376
32.803863750701865,-117.03595343374441
32.80355181153097,-117.08749010861851
32.76347905967923,-117.05274832828447
32.781974598003245,-117.087540051416
32.725287859986096,-117.08458610803557
32.77549778930859,-117.15675052709729
32.76418805905101,-117.01851972449883
32.77540341944571,-117.11256194573299
32.74520979352976,-117.12622436059057
32.79667947560152,-117.13886318636386
32.75043999683434,-117.16499395584857
32.809950223767565,-117.01827511588826
32.72413879526943,-117.04276072917348
32.71437793898706,-117.09276018046569
32.79933913010324,-117.08132860480741
32.80693071061454,-117.12407618652036
32.7614267783002,-117.10276676343017
32.77504674605519,-117.10632296136913
32.745873970513244,-117.01916617201097
32.71463006520503,-117.12420046055844
32.77657953317533,-117.0958649997026
32.73727462211611,-117.08238642224765
32.75823728948304,-117.1172775910274
32.81337434854216,-117.1427618206303
32.815984028469536,-117.10846361734616
32.776995396593705,-117.09459258855368
32.71142169403524,-117.04256852640738
32.728982411260745,-117.14984916945467
32.77011839808762,-117.12768813187598
32.76798297475009,-117.11350075234755
32.74646922602987,-117.14073891229364
32.77570479556693,-117.16183732870128
32.74215577508692,-117.03670113986387
32.78401036955145,-117.14382325556575
32.81150821402469,-117.14484335698235
32.7829848517684,-117.02577112807727
32.726379287020094,-117.04292515929222
32.79334907011513,-117.0430765349242
32.797963950884544,-117.01939539267316
32.82031442766304,-117.11578618376207
32.802107824658,-117.14785873756607
32.82228425985864,-117.10752505736913
32.72670444534145,-117.08084982598423
32.71513285873495,-117.03903209409847
32.74364524192618,-117.14728743419182
32.81255110722454,-117.11860693288826
32.81776639955026,-117.11045177212353
32.811112803972115,-117.10827441184861
32.776718262401026,-117.03419002447369
32.78570287631887,-117.12018752724387
32.77648687647727,-117.1193374335444
32.71742341829721,-117.1297846110868
32.77444178838343,-117.15552004442249
32.7462153114079,-117.02433615574532
32.7857940378218,-117.0808966742917
32.77689002223406,-117.06368361533049
32.75849862495265,-117.05332657976015
32.8194669531445,-117.123210835664
32.76095410130711,-117.02267230419159
32.72541332260255,-117.03272748942662
32.78442422859486,-117.06513716347305
32.78909977014409,-117.02824076458052
32.800160973308174,-117.03729801174406
32.71502726212342,-117.12834463399884
32.739746357943154,-117.04984794332692
32.78072748732022,-117.13094942999354
32.756575463010755,-117.12051034058233
32.71351033016459,-117.08782582405188
32.74028333077236,-117.09373328569899
32.82296604526968,-117.15434157899439
32.773406799409095,-117.07041046606781
32.71692741425349,-117.16183275651629
32.75733871045617,-117.13578125877295
32.73826891881895,-117.08437561666352
32.74307359274545,-117.14257207942532
32.791001920871494,-117.13923131813691
32.80407226887988,-117.0970784462496
32.787772214878686,-117.04115667996655
32.81129436969825,-117.14352230243308
32.72252034767629,-117.03963950589937
32.745296668352175,-117.16755360570359
32.718228237413264,-117.07211615833532
32.79373890424368,-117.08669411320193
32.74955013043525,-117.09369571650629
32.79998735559078,-117.12267913547603
32.72175921459559,-117.10352331768449
32.78107748388268,-117.04658333776115
32.82029328249195,-117.05291741183245
32.813577562868666,-117.0650179133454
32.807781047678645,-117.05343015670006
32.80756864549332,-117.09859456806804
32.81156258643249,-117.14849563850149
32.724127100970456,-117.11512429826973
32.75733695884421,-117.13363642774353
32.809033822361855,-117.05247283978576
32.7621458134614,-117.09555887001052
32.761448572710094,-117.03362310962297
32.81414338364587,-117.03906816391846
32.716239578993765,-117.07424681431354
32.76228861126156,-117.04104605133944
32.76823153355438,-117.02788367026179
